ArrayTaskID	BurnInType	GenomeSize	ScalingFactor	BurnInRep	DomCoeff	SimRep
707	20	1e5	100	1	0.5	24
708	20	1e5	100	2	0.5	24
709	Coal	1e5	1000	1	0.5	24
710	Coal	1e5	1000	2	0.5	24
711	Coal	1e5	500	1	0.5	24
712	Coal	1e5	500	2	0.5	24
713	Coal	1e5	100	1	0.5	24
714	Coal	1e5	100	2	0.5	24
715	Recap	1e5	1000	1	0.5	24
716	Recap	1e5	1000	2	0.5	24
717	Recap	1e5	500	1	0.5	24
718	Recap	1e5	500	2	0.5	24
719	Recap	1e5	100	1	0.5	24
720	Recap	1e5	100	2	0.5	24
721	5	1e5	1000	1	0.5	25
722	5	1e5	1000	2	0.5	25
723	5	1e5	500	1	0.5	25
724	5	1e5	500	2	0.5	25
725	5	1e5	100	1	0.5	25
726	5	1e5	100	2	0.5	25
727	10	1e5	1000	1	0.5	25
728	10	1e5	1000	2	0.5	25
729	10	1e5	500	1	0.5	25
730	10	1e5	500	2	0.5	25
731	10	1e5	100	1	0.5	25
732	10	1e5	100	2	0.5	25
733	20	1e5	1000	1	0.5	25
734	20	1e5	1000	2	0.5	25
735	20	1e5	500	1	0.5	25
736	20	1e5	500	2	0.5	25
737	20	1e5	100	1	0.5	25
738	20	1e5	100	2	0.5	25
739	Coal	1e5	1000	1	0.5	25
740	Coal	1e5	1000	2	0.5	25
741	Coal	1e5	500	1	0.5	25
742	Coal	1e5	500	2	0.5	25
743	Coal	1e5	100	1	0.5	25
744	Coal	1e5	100	2	0.5	25
745	Recap	1e5	1000	1	0.5	25
746	Recap	1e5	1000	2	0.5	25
747	Recap	1e5	500	1	0.5	25
748	Recap	1e5	500	2	0.5	25
749	Recap	1e5	100	1	0.5	25
750	Recap	1e5	100	2	0.5	25
751	5	1e5	1000	1	0.5	26
752	5	1e5	1000	2	0.5	26
753	5	1e5	500	1	0.5	26
754	5	1e5	500	2	0.5	26
755	5	1e5	100	1	0.5	26
756	5	1e5	100	2	0.5	26
757	10	1e5	1000	1	0.5	26
758	10	1e5	1000	2	0.5	26
759	10	1e5	500	1	0.5	26
760	10	1e5	500	2	0.5	26
761	10	1e5	100	1	0.5	26
762	10	1e5	100	2	0.5	26
763	20	1e5	1000	1	0.5	26
764	20	1e5	1000	2	0.5	26
765	20	1e5	500	1	0.5	26
766	20	1e5	500	2	0.5	26
767	20	1e5	100	1	0.5	26
768	20	1e5	100	2	0.5	26
769	Coal	1e5	1000	1	0.5	26
770	Coal	1e5	1000	2	0.5	26
771	Coal	1e5	500	1	0.5	26
772	Coal	1e5	500	2	0.5	26
773	Coal	1e5	100	1	0.5	26
774	Coal	1e5	100	2	0.5	26
775	Recap	1e5	1000	1	0.5	26
776	Recap	1e5	1000	2	0.5	26
777	Recap	1e5	500	1	0.5	26
778	Recap	1e5	500	2	0.5	26
779	Recap	1e5	100	1	0.5	26
780	Recap	1e5	100	2	0.5	26
781	5	1e5	1000	1	0.5	27
782	5	1e5	1000	2	0.5	27
783	5	1e5	500	1	0.5	27
784	5	1e5	500	2	0.5	27
785	5	1e5	100	1	0.5	27
786	5	1e5	100	2	0.5	27
787	10	1e5	1000	1	0.5	27
788	10	1e5	1000	2	0.5	27
789	10	1e5	500	1	0.5	27
790	10	1e5	500	2	0.5	27
791	10	1e5	100	1	0.5	27
792	10	1e5	100	2	0.5	27
793	20	1e5	1000	1	0.5	27
794	20	1e5	1000	2	0.5	27
795	20	1e5	500	1	0.5	27
796	20	1e5	500	2	0.5	27
797	20	1e5	100	1	0.5	27
798	20	1e5	100	2	0.5	27
799	Coal	1e5	1000	1	0.5	27
800	Coal	1e5	1000	2	0.5	27
801	Coal	1e5	500	1	0.5	27
802	Coal	1e5	500	2	0.5	27
803	Coal	1e5	100	1	0.5	27
804	Coal	1e5	100	2	0.5	27
805	Recap	1e5	1000	1	0.5	27
806	Recap	1e5	1000	2	0.5	27
807	Recap	1e5	500	1	0.5	27
808	Recap	1e5	500	2	0.5	27
809	Recap	1e5	100	1	0.5	27
810	Recap	1e5	100	2	0.5	27
811	5	1e5	1000	1	0.5	28
812	5	1e5	1000	2	0.5	28
813	5	1e5	500	1	0.5	28
814	5	1e5	500	2	0.5	28
815	5	1e5	100	1	0.5	28
816	5	1e5	100	2	0.5	28
817	10	1e5	1000	1	0.5	28
818	10	1e5	1000	2	0.5	28
819	10	1e5	500	1	0.5	28
820	10	1e5	500	2	0.5	28
821	10	1e5	100	1	0.5	28
822	10	1e5	100	2	0.5	28
823	20	1e5	1000	1	0.5	28
824	20	1e5	1000	2	0.5	28
825	20	1e5	500	1	0.5	28
826	20	1e5	500	2	0.5	28
827	20	1e5	100	1	0.5	28
828	20	1e5	100	2	0.5	28
829	Coal	1e5	1000	1	0.5	28
830	Coal	1e5	1000	2	0.5	28
831	Coal	1e5	500	1	0.5	28
832	Coal	1e5	500	2	0.5	28
833	Coal	1e5	100	1	0.5	28
834	Coal	1e5	100	2	0.5	28
835	Recap	1e5	1000	1	0.5	28
836	Recap	1e5	1000	2	0.5	28
837	Recap	1e5	500	1	0.5	28
838	Recap	1e5	500	2	0.5	28
839	Recap	1e5	100	1	0.5	28
840	Recap	1e5	100	2	0.5	28
841	5	1e5	1000	1	0.5	29
842	5	1e5	1000	2	0.5	29
843	5	1e5	500	1	0.5	29
844	5	1e5	500	2	0.5	29
845	5	1e5	100	1	0.5	29
846	5	1e5	100	2	0.5	29
847	10	1e5	1000	1	0.5	29
848	10	1e5	1000	2	0.5	29
849	10	1e5	500	1	0.5	29
850	10	1e5	500	2	0.5	29
851	10	1e5	100	1	0.5	29
852	10	1e5	100	2	0.5	29
853	20	1e5	1000	1	0.5	29
854	20	1e5	1000	2	0.5	29
855	20	1e5	500	1	0.5	29
856	20	1e5	500	2	0.5	29
857	20	1e5	100	1	0.5	29
858	20	1e5	100	2	0.5	29
859	Coal	1e5	1000	1	0.5	29
860	Coal	1e5	1000	2	0.5	29
861	Coal	1e5	500	1	0.5	29
862	Coal	1e5	500	2	0.5	29
863	Coal	1e5	100	1	0.5	29
864	Coal	1e5	100	2	0.5	29
865	Recap	1e5	1000	1	0.5	29
866	Recap	1e5	1000	2	0.5	29
867	Recap	1e5	500	1	0.5	29
868	Recap	1e5	500	2	0.5	29
869	Recap	1e5	100	1	0.5	29
870	Recap	1e5	100	2	0.5	29
871	5	1e5	1000	1	0.5	30
872	5	1e5	1000	2	0.5	30
873	5	1e5	500	1	0.5	30
874	5	1e5	500	2	0.5	30
875	5	1e5	100	1	0.5	30
876	5	1e5	100	2	0.5	30
877	10	1e5	1000	1	0.5	30
878	10	1e5	1000	2	0.5	30
879	10	1e5	500	1	0.5	30
880	10	1e5	500	2	0.5	30
881	10	1e5	100	1	0.5	30
882	10	1e5	100	2	0.5	30
883	20	1e5	1000	1	0.5	30
884	20	1e5	1000	2	0.5	30
885	20	1e5	500	1	0.5	30
886	20	1e5	500	2	0.5	30
887	20	1e5	100	1	0.5	30
888	20	1e5	100	2	0.5	30
889	Coal	1e5	1000	1	0.5	30
890	Coal	1e5	1000	2	0.5	30
891	Coal	1e5	500	1	0.5	30
892	Coal	1e5	500	2	0.5	30
893	Coal	1e5	100	1	0.5	30
894	Coal	1e5	100	2	0.5	30
895	Recap	1e5	1000	1	0.5	30
896	Recap	1e5	1000	2	0.5	30
897	Recap	1e5	500	1	0.5	30
898	Recap	1e5	500	2	0.5	30
899	Recap	1e5	100	1	0.5	30
900	Recap	1e5	100	2	0.5	30
901	5	1e5	1000	1	0.5	31
902	5	1e5	1000	2	0.5	31
903	5	1e5	500	1	0.5	31
904	5	1e5	500	2	0.5	31
905	5	1e5	100	1	0.5	31
906	5	1e5	100	2	0.5	31
907	10	1e5	1000	1	0.5	31
908	10	1e5	1000	2	0.5	31
909	10	1e5	500	1	0.5	31
910	10	1e5	500	2	0.5	31
911	10	1e5	100	1	0.5	31
912	10	1e5	100	2	0.5	31
913	20	1e5	1000	1	0.5	31
914	20	1e5	1000	2	0.5	31
915	20	1e5	500	1	0.5	31
916	20	1e5	500	2	0.5	31
917	20	1e5	100	1	0.5	31
918	20	1e5	100	2	0.5	31
919	Coal	1e5	1000	1	0.5	31
920	Coal	1e5	1000	2	0.5	31
921	Coal	1e5	500	1	0.5	31
922	Coal	1e5	500	2	0.5	31
923	Coal	1e5	100	1	0.5	31
924	Coal	1e5	100	2	0.5	31
925	Recap	1e5	1000	1	0.5	31
926	Recap	1e5	1000	2	0.5	31
927	Recap	1e5	500	1	0.5	31
928	Recap	1e5	500	2	0.5	31
929	Recap	1e5	100	1	0.5	31
930	Recap	1e5	100	2	0.5	31
931	5	1e5	1000	1	0.5	32
932	5	1e5	1000	2	0.5	32
933	5	1e5	500	1	0.5	32
934	5	1e5	500	2	0.5	32
935	5	1e5	100	1	0.5	32
936	5	1e5	100	2	0.5	32
937	10	1e5	1000	1	0.5	32
938	10	1e5	1000	2	0.5	32
939	10	1e5	500	1	0.5	32
940	10	1e5	500	2	0.5	32
941	10	1e5	100	1	0.5	32
942	10	1e5	100	2	0.5	32
943	20	1e5	1000	1	0.5	32
944	20	1e5	1000	2	0.5	32
945	20	1e5	500	1	0.5	32
946	20	1e5	500	2	0.5	32
947	20	1e5	100	1	0.5	32
948	20	1e5	100	2	0.5	32
949	Coal	1e5	1000	1	0.5	32
950	Coal	1e5	1000	2	0.5	32
951	Coal	1e5	500	1	0.5	32
952	Coal	1e5	500	2	0.5	32
953	Coal	1e5	100	1	0.5	32
954	Coal	1e5	100	2	0.5	32
955	Recap	1e5	1000	1	0.5	32
956	Recap	1e5	1000	2	0.5	32
957	Recap	1e5	500	1	0.5	32
958	Recap	1e5	500	2	0.5	32
959	Recap	1e5	100	1	0.5	32
960	Recap	1e5	100	2	0.5	32
961	5	1e5	1000	1	0.5	33
962	5	1e5	1000	2	0.5	33
963	5	1e5	500	1	0.5	33
964	5	1e5	500	2	0.5	33
965	5	1e5	100	1	0.5	33
966	5	1e5	100	2	0.5	33
967	10	1e5	1000	1	0.5	33
968	10	1e5	1000	2	0.5	33
969	10	1e5	500	1	0.5	33
970	10	1e5	500	2	0.5	33
971	10	1e5	100	1	0.5	33
972	10	1e5	100	2	0.5	33
973	20	1e5	1000	1	0.5	33
974	20	1e5	1000	2	0.5	33
975	20	1e5	500	1	0.5	33
976	20	1e5	500	2	0.5	33
977	20	1e5	100	1	0.5	33
978	20	1e5	100	2	0.5	33
979	Coal	1e5	1000	1	0.5	33
980	Coal	1e5	1000	2	0.5	33
981	Coal	1e5	500	1	0.5	33
982	Coal	1e5	500	2	0.5	33
983	Coal	1e5	100	1	0.5	33
984	Coal	1e5	100	2	0.5	33
985	Recap	1e5	1000	1	0.5	33
986	Recap	1e5	1000	2	0.5	33
987	Recap	1e5	500	1	0.5	33
988	Recap	1e5	500	2	0.5	33
989	Recap	1e5	100	1	0.5	33
990	Recap	1e5	100	2	0.5	33
991	5	1e5	1000	1	0.5	34
992	5	1e5	1000	2	0.5	34
993	5	1e5	500	1	0.5	34
994	5	1e5	500	2	0.5	34
995	5	1e5	100	1	0.5	34
996	5	1e5	100	2	0.5	34
997	10	1e5	1000	1	0.5	34
998	10	1e5	1000	2	0.5	34
999	10	1e5	500	1	0.5	34
1000	10	1e5	500	2	0.5	34
1001	10	1e5	100	1	0.5	34
1002	10	1e5	100	2	0.5	34
1003	20	1e5	1000	1	0.5	34
1004	20	1e5	1000	2	0.5	34
1005	20	1e5	500	1	0.5	34
1006	20	1e5	500	2	0.5	34
1007	20	1e5	100	1	0.5	34
1008	20	1e5	100	2	0.5	34
1009	Coal	1e5	1000	1	0.5	34
1010	Coal	1e5	1000	2	0.5	34
1011	Coal	1e5	500	1	0.5	34
1012	Coal	1e5	500	2	0.5	34
1013	Coal	1e5	100	1	0.5	34
1014	Coal	1e5	100	2	0.5	34
1015	Recap	1e5	1000	1	0.5	34
1016	Recap	1e5	1000	2	0.5	34
1017	Recap	1e5	500	1	0.5	34
1018	Recap	1e5	500	2	0.5	34
1019	Recap	1e5	100	1	0.5	34
1020	Recap	1e5	100	2	0.5	34
1021	5	1e5	1000	1	0.5	35
1022	5	1e5	1000	2	0.5	35
1023	5	1e5	500	1	0.5	35
1024	5	1e5	500	2	0.5	35
1025	5	1e5	100	1	0.5	35
1026	5	1e5	100	2	0.5	35
1027	10	1e5	1000	1	0.5	35
1028	10	1e5	1000	2	0.5	35
1029	10	1e5	500	1	0.5	35
1030	10	1e5	500	2	0.5	35
1031	10	1e5	100	1	0.5	35
1032	10	1e5	100	2	0.5	35
1033	20	1e5	1000	1	0.5	35
1034	20	1e5	1000	2	0.5	35
1035	20	1e5	500	1	0.5	35
1036	20	1e5	500	2	0.5	35
1037	20	1e5	100	1	0.5	35
1038	20	1e5	100	2	0.5	35
1039	Coal	1e5	1000	1	0.5	35
1040	Coal	1e5	1000	2	0.5	35
1041	Coal	1e5	500	1	0.5	35
1042	Coal	1e5	500	2	0.5	35
1043	Coal	1e5	100	1	0.5	35
1044	Coal	1e5	100	2	0.5	35
1045	Recap	1e5	1000	1	0.5	35
1046	Recap	1e5	1000	2	0.5	35
1047	Recap	1e5	500	1	0.5	35
1048	Recap	1e5	500	2	0.5	35
1049	Recap	1e5	100	1	0.5	35
1050	Recap	1e5	100	2	0.5	35
1051	5	1e5	1000	1	0.5	36
1052	5	1e5	1000	2	0.5	36
1053	5	1e5	500	1	0.5	36
1054	5	1e5	500	2	0.5	36
1055	5	1e5	100	1	0.5	36
1056	5	1e5	100	2	0.5	36
1057	10	1e5	1000	1	0.5	36
1058	10	1e5	1000	2	0.5	36
1059	10	1e5	500	1	0.5	36
1060	10	1e5	500	2	0.5	36
1061	10	1e5	100	1	0.5	36
1062	10	1e5	100	2	0.5	36
1063	20	1e5	1000	1	0.5	36
1064	20	1e5	1000	2	0.5	36
1065	20	1e5	500	1	0.5	36
1066	20	1e5	500	2	0.5	36
1067	20	1e5	100	1	0.5	36
1068	20	1e5	100	2	0.5	36
1069	Coal	1e5	1000	1	0.5	36
1070	Coal	1e5	1000	2	0.5	36
1071	Coal	1e5	500	1	0.5	36
1072	Coal	1e5	500	2	0.5	36
1073	Coal	1e5	100	1	0.5	36
1074	Coal	1e5	100	2	0.5	36
1075	Recap	1e5	1000	1	0.5	36
1076	Recap	1e5	1000	2	0.5	36
1077	Recap	1e5	500	1	0.5	36
1078	Recap	1e5	500	2	0.5	36
1079	Recap	1e5	100	1	0.5	36
1080	Recap	1e5	100	2	0.5	36
1081	5	1e5	1000	1	0.5	37
1082	5	1e5	1000	2	0.5	37
1083	5	1e5	500	1	0.5	37
1084	5	1e5	500	2	0.5	37
1085	5	1e5	100	1	0.5	37
1086	5	1e5	100	2	0.5	37
1087	10	1e5	1000	1	0.5	37
1088	10	1e5	1000	2	0.5	37
1089	10	1e5	500	1	0.5	37
1090	10	1e5	500	2	0.5	37
1091	10	1e5	100	1	0.5	37
1092	10	1e5	100	2	0.5	37
1093	20	1e5	1000	1	0.5	37
1094	20	1e5	1000	2	0.5	37
1095	20	1e5	500	1	0.5	37
1096	20	1e5	500	2	0.5	37
1097	20	1e5	100	1	0.5	37
1098	20	1e5	100	2	0.5	37
1099	Coal	1e5	1000	1	0.5	37
1100	Coal	1e5	1000	2	0.5	37
1101	Coal	1e5	500	1	0.5	37
1102	Coal	1e5	500	2	0.5	37
1103	Coal	1e5	100	1	0.5	37
1104	Coal	1e5	100	2	0.5	37
1105	Recap	1e5	1000	1	0.5	37
1106	Recap	1e5	1000	2	0.5	37
1107	Recap	1e5	500	1	0.5	37
1108	Recap	1e5	500	2	0.5	37
1109	Recap	1e5	100	1	0.5	37
1110	Recap	1e5	100	2	0.5	37
1111	5	1e5	1000	1	0.5	38
1112	5	1e5	1000	2	0.5	38
1113	5	1e5	500	1	0.5	38
1114	5	1e5	500	2	0.5	38
1115	5	1e5	100	1	0.5	38
1116	5	1e5	100	2	0.5	38
1117	10	1e5	1000	1	0.5	38
1118	10	1e5	1000	2	0.5	38
1119	10	1e5	500	1	0.5	38
1120	10	1e5	500	2	0.5	38
1121	10	1e5	100	1	0.5	38
1122	10	1e5	100	2	0.5	38
1123	20	1e5	1000	1	0.5	38
1124	20	1e5	1000	2	0.5	38
1125	20	1e5	500	1	0.5	38
1126	20	1e5	500	2	0.5	38
1127	20	1e5	100	1	0.5	38
1128	20	1e5	100	2	0.5	38
1129	Coal	1e5	1000	1	0.5	38
1130	Coal	1e5	1000	2	0.5	38
1131	Coal	1e5	500	1	0.5	38
1132	Coal	1e5	500	2	0.5	38
1133	Coal	1e5	100	1	0.5	38
1134	Coal	1e5	100	2	0.5	38
1135	Recap	1e5	1000	1	0.5	38
1136	Recap	1e5	1000	2	0.5	38
1137	Recap	1e5	500	1	0.5	38
1138	Recap	1e5	500	2	0.5	38
1139	Recap	1e5	100	1	0.5	38
1140	Recap	1e5	100	2	0.5	38
1141	5	1e5	1000	1	0.5	39
1142	5	1e5	1000	2	0.5	39
1143	5	1e5	500	1	0.5	39
1144	5	1e5	500	2	0.5	39
1145	5	1e5	100	1	0.5	39
1146	5	1e5	100	2	0.5	39
1147	10	1e5	1000	1	0.5	39
1148	10	1e5	1000	2	0.5	39
1149	10	1e5	500	1	0.5	39
1150	10	1e5	500	2	0.5	39
1151	10	1e5	100	1	0.5	39
1152	10	1e5	100	2	0.5	39
1153	20	1e5	1000	1	0.5	39
1154	20	1e5	1000	2	0.5	39
1155	20	1e5	500	1	0.5	39
1156	20	1e5	500	2	0.5	39
1157	20	1e5	100	1	0.5	39
1158	20	1e5	100	2	0.5	39
1159	Coal	1e5	1000	1	0.5	39
1160	Coal	1e5	1000	2	0.5	39
1161	Coal	1e5	500	1	0.5	39
1162	Coal	1e5	500	2	0.5	39
1163	Coal	1e5	100	1	0.5	39
1164	Coal	1e5	100	2	0.5	39
1165	Recap	1e5	1000	1	0.5	39
1166	Recap	1e5	1000	2	0.5	39
1167	Recap	1e5	500	1	0.5	39
1168	Recap	1e5	500	2	0.5	39
1169	Recap	1e5	100	1	0.5	39
1170	Recap	1e5	100	2	0.5	39
1171	5	1e5	1000	1	0.5	40
1172	5	1e5	1000	2	0.5	40
1173	5	1e5	500	1	0.5	40
1174	5	1e5	500	2	0.5	40
1175	5	1e5	100	1	0.5	40
1176	5	1e5	100	2	0.5	40
1177	10	1e5	1000	1	0.5	40
1178	10	1e5	1000	2	0.5	40
1179	10	1e5	500	1	0.5	40
1180	10	1e5	500	2	0.5	40
1181	10	1e5	100	1	0.5	40
1182	10	1e5	100	2	0.5	40
1183	20	1e5	1000	1	0.5	40
1184	20	1e5	1000	2	0.5	40
1185	20	1e5	500	1	0.5	40
1186	20	1e5	500	2	0.5	40
1187	20	1e5	100	1	0.5	40
1188	20	1e5	100	2	0.5	40
1189	Coal	1e5	1000	1	0.5	40
1190	Coal	1e5	1000	2	0.5	40
1191	Coal	1e5	500	1	0.5	40
1192	Coal	1e5	500	2	0.5	40
1193	Coal	1e5	100	1	0.5	40
1194	Coal	1e5	100	2	0.5	40
1195	Recap	1e5	1000	1	0.5	40
1196	Recap	1e5	1000	2	0.5	40
1197	Recap	1e5	500	1	0.5	40
1198	Recap	1e5	500	2	0.5	40
1199	Recap	1e5	100	1	0.5	40
1200	Recap	1e5	100	2	0.5	40
1201	5	1e5	1000	1	0.5	41
1202	5	1e5	1000	2	0.5	41
1203	5	1e5	500	1	0.5	41
1204	5	1e5	500	2	0.5	41
1205	5	1e5	100	1	0.5	41
1206	5	1e5	100	2	0.5	41
1207	10	1e5	1000	1	0.5	41
1208	10	1e5	1000	2	0.5	41
1209	10	1e5	500	1	0.5	41
1210	10	1e5	500	2	0.5	41
1211	10	1e5	100	1	0.5	41
1212	10	1e5	100	2	0.5	41
1213	20	1e5	1000	1	0.5	41
1214	20	1e5	1000	2	0.5	41
1215	20	1e5	500	1	0.5	41
1216	20	1e5	500	2	0.5	41
1217	20	1e5	100	1	0.5	41
1218	20	1e5	100	2	0.5	41
1219	Coal	1e5	1000	1	0.5	41
1220	Coal	1e5	1000	2	0.5	41
1221	Coal	1e5	500	1	0.5	41
1222	Coal	1e5	500	2	0.5	41
1223	Coal	1e5	100	1	0.5	41
1224	Coal	1e5	100	2	0.5	41
1225	Recap	1e5	1000	1	0.5	41
1226	Recap	1e5	1000	2	0.5	41
1227	Recap	1e5	500	1	0.5	41
1228	Recap	1e5	500	2	0.5	41
1229	Recap	1e5	100	1	0.5	41
1230	Recap	1e5	100	2	0.5	41
1231	5	1e5	1000	1	0.5	42
1232	5	1e5	1000	2	0.5	42
1233	5	1e5	500	1	0.5	42
1234	5	1e5	500	2	0.5	42
1235	5	1e5	100	1	0.5	42
1236	5	1e5	100	2	0.5	42
1237	10	1e5	1000	1	0.5	42
1238	10	1e5	1000	2	0.5	42
1239	10	1e5	500	1	0.5	42
1240	10	1e5	500	2	0.5	42
1241	10	1e5	100	1	0.5	42
1242	10	1e5	100	2	0.5	42
1243	20	1e5	1000	1	0.5	42
1244	20	1e5	1000	2	0.5	42
1245	20	1e5	500	1	0.5	42
1246	20	1e5	500	2	0.5	42
1247	20	1e5	100	1	0.5	42
1248	20	1e5	100	2	0.5	42
1249	Coal	1e5	1000	1	0.5	42
1250	Coal	1e5	1000	2	0.5	42
1251	Coal	1e5	500	1	0.5	42
1252	Coal	1e5	500	2	0.5	42
1253	Coal	1e5	100	1	0.5	42
1254	Coal	1e5	100	2	0.5	42
1255	Recap	1e5	1000	1	0.5	42
1256	Recap	1e5	1000	2	0.5	42
1257	Recap	1e5	500	1	0.5	42
1258	Recap	1e5	500	2	0.5	42
1259	Recap	1e5	100	1	0.5	42
1260	Recap	1e5	100	2	0.5	42
1261	5	1e5	1000	1	0.5	43
1262	5	1e5	1000	2	0.5	43
1263	5	1e5	500	1	0.5	43
1264	5	1e5	500	2	0.5	43
1265	5	1e5	100	1	0.5	43
1266	5	1e5	100	2	0.5	43
1267	10	1e5	1000	1	0.5	43
1268	10	1e5	1000	2	0.5	43
1269	10	1e5	500	1	0.5	43
1270	10	1e5	500	2	0.5	43
1271	10	1e5	100	1	0.5	43
1272	10	1e5	100	2	0.5	43
1273	20	1e5	1000	1	0.5	43
1274	20	1e5	1000	2	0.5	43
1275	20	1e5	500	1	0.5	43
1276	20	1e5	500	2	0.5	43
1277	20	1e5	100	1	0.5	43
1278	20	1e5	100	2	0.5	43
1279	Coal	1e5	1000	1	0.5	43
1280	Coal	1e5	1000	2	0.5	43
1281	Coal	1e5	500	1	0.5	43
1282	Coal	1e5	500	2	0.5	43
1283	Coal	1e5	100	1	0.5	43
1284	Coal	1e5	100	2	0.5	43
1285	Recap	1e5	1000	1	0.5	43
1286	Recap	1e5	1000	2	0.5	43
1287	Recap	1e5	500	1	0.5	43
1288	Recap	1e5	500	2	0.5	43
1289	Recap	1e5	100	1	0.5	43
1290	Recap	1e5	100	2	0.5	43
1291	5	1e5	1000	1	0.5	44
1292	5	1e5	1000	2	0.5	44
1293	5	1e5	500	1	0.5	44
1294	5	1e5	500	2	0.5	44
1295	5	1e5	100	1	0.5	44
1296	5	1e5	100	2	0.5	44
1297	10	1e5	1000	1	0.5	44
1298	10	1e5	1000	2	0.5	44
1299	10	1e5	500	1	0.5	44
1300	10	1e5	500	2	0.5	44
1301	10	1e5	100	1	0.5	44
1302	10	1e5	100	2	0.5	44
1303	20	1e5	1000	1	0.5	44
1304	20	1e5	1000	2	0.5	44
1305	20	1e5	500	1	0.5	44
1306	20	1e5	500	2	0.5	44
1307	20	1e5	100	1	0.5	44
1308	20	1e5	100	2	0.5	44
1309	Coal	1e5	1000	1	0.5	44
1310	Coal	1e5	1000	2	0.5	44
1311	Coal	1e5	500	1	0.5	44
1312	Coal	1e5	500	2	0.5	44
1313	Coal	1e5	100	1	0.5	44
1314	Coal	1e5	100	2	0.5	44
1315	Recap	1e5	1000	1	0.5	44
1316	Recap	1e5	1000	2	0.5	44
1317	Recap	1e5	500	1	0.5	44
1318	Recap	1e5	500	2	0.5	44
1319	Recap	1e5	100	1	0.5	44
1320	Recap	1e5	100	2	0.5	44
1321	5	1e5	1000	1	0.5	45
1322	5	1e5	1000	2	0.5	45
1323	5	1e5	500	1	0.5	45
1324	5	1e5	500	2	0.5	45
1325	5	1e5	100	1	0.5	45
1326	5	1e5	100	2	0.5	45
1327	10	1e5	1000	1	0.5	45
1328	10	1e5	1000	2	0.5	45
1329	10	1e5	500	1	0.5	45
1330	10	1e5	500	2	0.5	45
1331	10	1e5	100	1	0.5	45
1332	10	1e5	100	2	0.5	45
1333	20	1e5	1000	1	0.5	45
1334	20	1e5	1000	2	0.5	45
1335	20	1e5	500	1	0.5	45
1336	20	1e5	500	2	0.5	45
1337	20	1e5	100	1	0.5	45
1338	20	1e5	100	2	0.5	45
1339	Coal	1e5	1000	1	0.5	45
1340	Coal	1e5	1000	2	0.5	45
1341	Coal	1e5	500	1	0.5	45
1342	Coal	1e5	500	2	0.5	45
1343	Coal	1e5	100	1	0.5	45
1344	Coal	1e5	100	2	0.5	45
1345	Recap	1e5	1000	1	0.5	45
1346	Recap	1e5	1000	2	0.5	45
1347	Recap	1e5	500	1	0.5	45
1348	Recap	1e5	500	2	0.5	45
1349	Recap	1e5	100	1	0.5	45
1350	Recap	1e5	100	2	0.5	45
1351	5	1e5	1000	1	0.5	46
1352	5	1e5	1000	2	0.5	46
1353	5	1e5	500	1	0.5	46
1354	5	1e5	500	2	0.5	46
1355	5	1e5	100	1	0.5	46
1356	5	1e5	100	2	0.5	46
1357	10	1e5	1000	1	0.5	46
1358	10	1e5	1000	2	0.5	46
1359	10	1e5	500	1	0.5	46
1360	10	1e5	500	2	0.5	46
1361	10	1e5	100	1	0.5	46
1362	10	1e5	100	2	0.5	46
1363	20	1e5	1000	1	0.5	46
1364	20	1e5	1000	2	0.5	46
1365	20	1e5	500	1	0.5	46
1366	20	1e5	500	2	0.5	46
1367	20	1e5	100	1	0.5	46
1368	20	1e5	100	2	0.5	46
1369	Coal	1e5	1000	1	0.5	46
1370	Coal	1e5	1000	2	0.5	46
1371	Coal	1e5	500	1	0.5	46
1372	Coal	1e5	500	2	0.5	46
1373	Coal	1e5	100	1	0.5	46
1374	Coal	1e5	100	2	0.5	46
1375	Recap	1e5	1000	1	0.5	46
1376	Recap	1e5	1000	2	0.5	46
1377	Recap	1e5	500	1	0.5	46
1378	Recap	1e5	500	2	0.5	46
1379	Recap	1e5	100	1	0.5	46
1380	Recap	1e5	100	2	0.5	46
1381	5	1e5	1000	1	0.5	47
1382	5	1e5	1000	2	0.5	47
1383	5	1e5	500	1	0.5	47
1384	5	1e5	500	2	0.5	47
1385	5	1e5	100	1	0.5	47
1386	5	1e5	100	2	0.5	47
1387	10	1e5	1000	1	0.5	47
1388	10	1e5	1000	2	0.5	47
1389	10	1e5	500	1	0.5	47
1390	10	1e5	500	2	0.5	47
1391	10	1e5	100	1	0.5	47
1392	10	1e5	100	2	0.5	47
1393	20	1e5	1000	1	0.5	47
1394	20	1e5	1000	2	0.5	47
1395	20	1e5	500	1	0.5	47
1396	20	1e5	500	2	0.5	47
1397	20	1e5	100	1	0.5	47
1398	20	1e5	100	2	0.5	47
1399	Coal	1e5	1000	1	0.5	47
1400	Coal	1e5	1000	2	0.5	47
1401	Coal	1e5	500	1	0.5	47
1402	Coal	1e5	500	2	0.5	47
1403	Coal	1e5	100	1	0.5	47
1404	Coal	1e5	100	2	0.5	47
1405	Recap	1e5	1000	1	0.5	47
1406	Recap	1e5	1000	2	0.5	47
1407	Recap	1e5	500	1	0.5	47
1408	Recap	1e5	500	2	0.5	47
1409	Recap	1e5	100	1	0.5	47
1410	Recap	1e5	100	2	0.5	47
1411	5	1e5	1000	1	0.5	48
1412	5	1e5	1000	2	0.5	48
